FirstName,LastName,Company,Country,Director since,Tenure,Age,Female
Wayne,Pommen,Hudson's Bay Company,Canada,2012,4,37,
Gabriele,Moratti,Saras SPA,Italy,2012,4,37,
Ethel,Frasinetti,UnipolSai Assicurazioni SpA,Italy,2012,4,37,Yes
Aleksey,Germanovich,Aeroflot PJSC,Russia,2012,3,37,
Tamaz,Georgadze,BGEO Group plc,UK,2013,3,37,
Amelie,Oudea-Castera,Compagnie Plastic Omnium,France,2013,3,37,Yes
Bhanu,Choudhrie,"Customers Bancorp, Inc.",US,2013,3,37,
William,Rahm,"Extended Stay America, Inc.",US,2013,3,37,
David,Lorber,Ferro Corporation,US,2013,3,37,
Boris,Kovalchuk,FGC UES PJSC,Russia,2012,3,37,
Kostas,Cheliotis,Fidelity & Guaranty Life,US,2012,3,37,
Mitzi,Reaugh,Harmonic Inc.,US,2012,3,37,Yes
Keith,Cozza,Herbalife Ltd.,US,2013,3,37,
Cyrille,Viellard,Lisi,France,2013,3,37,
Feide,Li,"Midea Group Co., Ltd.",China,2012,3,37,
Johannes,Roth,Plug Power Inc.,US,2013,3,37,
Jeffrey,Marrazzo,"Spark Therapeutics, Inc.",US,2013,3,37,
Cory,Giese,TriCo Bancshares,US,2013,3,37,
Abhishek,Agrawal,"TrueCar, Inc.",US,2013,3,37,
Bruce,McEvoy,"Vivint Solar, Inc.",US,2012,3,37,
Douglas Chun Kuen,Woo,Wheelock & Co. Ltd.,Hong Kong,2013,3,37,
Renata,Frolova,A.P. Moeller - Maersk A/S,Denmark,2014,2,37,Yes
Robert,Maersk Uggla,A.P. Moeller - Maersk A/S,Denmark,2014,2,37,
Stefani D.,Carter,"Ashford Hospitality Prime, Inc.",US,2013,2,37,Yes
Paul,McCrudden,Card Factory plc,UK,2014,2,37,
Alexandre,Macedo,"CARROLS RESTAURANT GROUP, INC.",US,2013,2,37,
Andrea,Ferrante,Cerved Information Solutions SpA,Italy,2014,2,37,
Karabo T.,Nondumo,Harmony Gold Mining Company Ltd,South Africa,2013,2,37,Yes
Catherine,Habib Deloncle,Havas,France,2014,2,37,Yes
Won-tae,Cho,Korean Air Lines Co. Ltd.,South Korea,2014,2,37,
Elizabeth Darst,Leykum,"Lands' End, Inc.",US,2014,2,37,Yes
William,Miller,"Miller Industries, Inc.",US,2014,2,37,
Keyur,Nagori,NMC Health plc,UK,2014,2,37,
Dmitry,Kanushkin,PIK Group PJSC,Russia,2013,2,37,
Xinying,Chen,"Ping An Bank Co., Ltd.",China,2014,2,37,Yes
Obakeng,Phetwe,Rand Merchant Insurance Holdings Limited,South Africa,2013,2,37,
Daniel,Hay,Rheinmetall AG,Germany,2014,2,37,
Vladimir,Lukin,Severstal PJSC,Russia,2013,2,37,
John,Harris,"Sonic Automotive, Inc.",US,2014,2,37,
Christian,Woolfenden,STV Group plc,UK,2014,2,37,
Alex,Hansen,Sydbank A/S,Denmark,2014,2,37,
Xuefeng,Li,"Yantai Jereh Oilfield Services Group Co., Ltd.",China,2013,2,37,
Sebastien,Pezet,ANF Immobilier,France,2015,1,37,
Manoel Carlos de Castro,Pires,Banco do Brasil S.A.,Brazil,2015,1,37,
Olivia,Sabine,"Clear Channel Outdoor Holdings, Inc.",US,2015,1,37,Yes
Jason,Giordano,"Crocs, Inc.",US,2015,1,37,
Aleksey,Germanovich,E.ON Russia OJSC,Russia,2014,1,37,
Zachary G.,Urban,"Earthstone Energy, Inc.",US,2014,1,37,
Benjamin,Watsa,Fairfax Financial Holdings Limited,Canada,2015,1,37,
Jiajun,Xu,Gemdale Corp.,China,2014,1,37,
Segolene,Gallienne,Groupe Bruxelles Lambert,Belgium,2015,1,37,Yes
Valentina,Volta,IMA S.p.A. (Industria Macchine Automatiche),Italy,2015,1,37,Yes
John W.,Harris III,"Intrawest Resorts Holdings, Inc.",US,2014,1,37,
Khoon Hua,Kuok,Kerry Properties Ltd.,Hong Kong,2015,1,37,
Jolie,Hunt,Kilroy Realty Corporation,US,2015,1,37,Yes
Sergey,Sulimov,Magnitogorsk Iron & Steel Works,Russia,2015,1,37,
Sergey,Kulikov,MegaFon PJSC,Russia,2014,1,37,
Rushan,Bogaudinov,MMC Norilsk Nickel PJSC,Russia,2015,1,37,
Christian,Fredrik Stray,Norwegian Air Shuttle ASA,Norway,2015,1,37,
Marina,Gryonberg,PIK Group PJSC,Russia,2014,1,37,Yes
Guillaume,Cadiou,Seche Environnement,France,2015,1,37,
Daryl Win-kong,Ng,"The Bank Of East Asia, Limited",Hong Kong,2015,1,37,
Ekaterina,Zotova,Vedanta Resources plc,UK,2014,1,37,Yes
Pranav,Adani,Adani Enterprises Ltd.,India,2015,0,37,
Andrey,Sinyakov,Alrosa PJSC,Russia,2015,0,37,
Samuel J.,Shoen,AMERCO,US,2015,0,37,
Luca,Lisandroni,Brunello Cucinelli S.p.A.,Italy,2016,0,37,
Sarah,Personette,"BUILD-A-BEAR WORKSHOP, INC.",US,2016,0,37,Yes
Diane,Coliche,Casino Guichard Perrachon,France,2016,0,37,Yes
Mark,McGowan,"Enova International, Inc.",US,2016,0,37,
Eduardo,Saggioro,Equatorial Energia S.A.,Brazil,2015,0,37,
Nathaniel,August,Fifth Street Asset Management Inc.,US,2016,0,37,
Christopher,Constant,Getty Realty Corp.,US,2016,0,37,
Pavel,Snikkars,Inter RAO UES PJSC,Russia,2015,0,37,
Ben,Whitley,J D Wetherspoon plc,UK,2015,0,37,
Anil,Seetharam,Mattress Firm Holding Corp.,US,2016,0,37,
Joseph,Larkin,"Merchants Bancshares, Inc.",US,2016,0,37,
Rami,Elghandour,Nevro Corp.,US,2016,0,37,
Sophie,Kalaidjian,Orpea,France,2015,0,37,Yes
Aleksandr,Sharabayko,PhosAgro OJSC,Russia,2016,0,37,
Elie,Heriard Dubreuil,Remy Cointreau,France,2015,0,37,
Peter,Feld,THE BRINK'S COMPANY,US,2016,0,37,
Sinan,Piskin,Hugo Boss AG,Germany,1995,21,38,
Thibault,Poutrel,Ingenico Group,France,2002,14,38,
Antoine,Levavasseur,Iliad,France,2005,11,38,
Jeremy,Stoppelman,YELP INC.,US,2005,11,38,
Yolanda,Cuba,Barclays Africa Group Ltd,South Africa,2006,10,38,Yes
Burkhard Otto,Cordes,Cosan S.A. Industria e Comercio,Brazil,2005,10,38,
Alejandro,Santo Domingo Davila,SABMiller plc,UK,2005,10,38,
Simon A.,Bachleda,Addus HomeCare Corporation,US,2006,9,38,
Thomas,Derichebourg,Derichebourg,France,2007,9,38,
Tagar,Olson,First Data Corporation,US,2007,9,38,
Eric ,Friedman,"Fitbit, Inc.",US,2007,9,38,
Daniel,Yates,"Opower, Inc.",US,2007,9,38,
Joseph,Osnoss,Sabre Corporation,US,2007,9,38,
Lyndon R.,Rive,SolarCity Corporation,US,2006,9,38,
Sardar,Biglari,Biglari Holdings Inc.,US,2008,8,38,
David,Humphrey,Bright Horizons Family Solutions Inc.,US,2008,8,38,
E. Bruce,McEvoy,"Catalent, Inc.",US,2007,8,38,
Khachatur,Pombukhchan,Magnit PJSC,Russia,2008,8,38,
Michael,Abildgaard Lisbjerg,Vestas Wind System A/S,Denmark,2008,8,38,
Joao Caetano Carreira Faria,Conceicao,"REN - Redes Energeticas Nacionais, SGPS, S.A.",Portugal,2009,7,38,
Julia,Kahr,Summit Materials Inc.,US,2009,7,38,Yes
Andrew,Lindsay,Telecom Plus plc,UK,2008,7,38,
Sebastien,Bollore,Bollore,France,2010,6,38,
Petrus,Mouton,Curro Holdings Ltd,South Africa,2009,6,38,
Nadra,Moussalem,Edenred,France,2010,6,38,
Jeffrey,Goldfarb,"G-III Apparel Group, Ltd.",US,2009,6,38,
Piet,Mouton,PSG Group Ltd,South Africa,2009,6,38,
Alexander,Sollak,Telekom Austria AG,Austria,2010,6,38,
Aaron,Graft,"Triumph Bancorp, Inc.",US,2010,6,38,
Jose Carlos Reis de,Magalhaes Neto,BRF SA,Brazil,2011,5,38,
Hendrik,Otto,Deutsche Beteiligungs AG,Germany,2011,5,38,
David,Dolby,"Dolby Laboratories, Inc.",US,2011,5,38,
R. Bradley,Gray,"NanoString Technologies, Inc.",US,2010,5,38,
G. Hunter,Haas IV,"Orchid Island Capital, Inc.",US,2010,5,38,
Ian,Lane,Wayfair Inc.,US,2011,5,38,
Evren,Bilimer,"Blue Buffalo Pet Products, Inc.",US,2012,4,38,
Candice,Koo,Brunello Cucinelli S.p.A.,Italy,2012,4,38,Yes
John,McMorrow,Energy Assets Group plc,UK,2011,4,38,
David,Humphrey,Genpact Limited,US,2012,4,38,
Andrew,Niner,"Hurco Companies, Inc.",US,2012,4,38,
Xavier,Le Clef,Imerys,France,2012,4,38,
Richard,Moross,Ladbrokes plc,UK,2012,4,38,
Jonathan,Sorrell,Man Group plc,UK,2012,4,38,
Mark,McFadden,Milacron Holdings Corp,US,2012,4,38,
Catarina Eufemia,Amorim da Luz Tavira,Nos SGPS SA,Portugal,2012,4,38,Yes
Lindsay,Corby,"QCR Holdings, Inc.",US,2012,4,38,Yes
Fanny,Chabirand,Television francaise 1 TF1,France,2012,4,38,Yes
Marguerite,Berard-Andrieu,Coface SA,France,NULL,3,38,Yes
Nadra,Moussalem,Accor,France,2013,3,38,
Jeffrey,Liaw,"Armstrong World Industries, Inc.",US,2012,3,38,
Saket,Burman,Dabur India Ltd.,India,2012,3,38,
Robert ,Tichio,EP Energy Corporation,US,2013,3,38,
Daniel,Nodhall,Husqvarna AB,Sweden,2013,3,38,
Marguerite,Berard-Andrieu,Maisons France Confort,France,2013,3,38,Yes
Alejandro,Santo Domingo Davila,Millicom International Cellular S.A.,Luxembourg,2013,3,38,
Vivianne,Akriche,Moncler SpA,Italy,2013,3,38,Yes
Lorena Solange,Fernandes da Silva Fernandes,Nos SGPS SA,Portugal,2013,3,38,Yes
Konstantin,Yanakov,OPAP (Greek Organisation of Football Prognostics SA),Greece,2013,3,38,
Ali ,Satvat,"PRA Health Sciences, Inc.",US,2013,3,38,
Petrus,Mouton,PSG Konsult Ltd,South Africa,2012,3,38,
Russell,Fradin,"TubeMogul, Inc.",US,2012,3,38,
"Ming-Lun, Ming",Tsai,Yue Yuen Industrial (Holdings) Ltd.,Hong Kong,2013,3,38,
Petrus,Mouton,Zeder Investments Ltd,South Africa,2012,3,38,
Javier,Fernández Alonso,Acerinox S.A.,Spain,2014,2,38,
J. Robison,Hays,Ashford Inc.,US,2014,2,38,
Matteo,Botto Poala,Atlantia SPA,Italy,2014,2,38,
Michael,Koursaris,AVI Ltd,South Africa,2013,2,38,
Jason H.,West,Canadian Energy Services & Technology Corp.,Canada,2013,2,38,
Ali ,Satvat,"Coherus BioSciences, Inc.",US,2014,2,38,
Peter,Kolchinsky,"Dicerna Pharmaceuticals, Inc.",US,2013,2,38,
Jennifer Lee,Koss,Dream Unlimited Corp.,Canada,2014,2,38,Yes
Brett,Nagle,Impala Platinum Holdings Ltd,South Africa,2013,2,38,
Andrew,Southam,KAZ Minerals plc,UK,2014,2,38,
Hai,Xu,"Midea Group Co., Ltd.",China,2013,2,38,
Florence,Verzelen,Peugeot SA,France,2014,2,38,Yes
Andrew,Phillips,PrairieSky Royalty Ltd.,Canada,2014,2,38,
Lila,Tretikov,"Rackspace Hosting, Inc.",US,2014,2,38,Yes
Ricardo Miguel,dos Santos Pacheco Pires,Semapa - Sociedade de Investimento e Gestao S.A.,Portugal,2014,2,38,
Hui Kwong,Kuok,Shangri-la Asia Ltd.,Hong Kong,2014,2,38,Yes
Stefanie,Remmele,STRATEC Biomedical Systems AG,Germany,2014,2,38,Yes
Nicolas,Grelier,Technicolor,France,2014,2,38,
Stefan,Pinter,Telekom Austria AG,Austria,2014,2,38,
Gabaiphiwe Sedise,Moseneke,Vukile Property Fund Limited,South Africa,2013,2,38,
Romero,Rodrigues Filho,Wayfair Inc.,US,2014,2,38,
Moritz,Greve,zooplus AG,Germany,2014,2,38,
Avigal,Soreq,"Alon USA Energy, Inc.",US,2015,1,38,
Alexis,Zajdenweber,Areva,France,2014,1,38,
Maureen,Manyama-Matome,Aspen Pharmacare Holdings Ltd,South Africa,2014,1,38,Yes
Daniel B.,Silvers,bwin.party digital entertainment plc,UK,2014,1,38,
Robb,LeMasters,"BWX Technologies, Inc.",US,2015,1,38,
John,Kemper,"Commerce Bancshares, Inc.",US,2015,1,38,
Marion,Rouso,Compagnie des Alpes,France,2015,1,38,Yes
Russell,Fradin,"comScore, Inc.",US,2014,1,38,
David John,Oakes,DDR Corp.,US,2015,1,38,
Rishi,Gupta,"Dimension Therapeutics, Inc.",US,2015,1,38,
Brad A.,Thielemann,"Earthstone Energy, Inc.",US,2014,1,38,
Nadine,Boguslawski,ElringKlinger AG,Germany,2015,1,38,Yes
Benjamin,Wynd,"Franklin Financial Network, Inc.",US,2015,1,38,
Bongiwe,Ntuli,Grindrod Ltd,South Africa,2015,1,38,Yes
William,Martin,"GulfMark Offshore, Inc.",US,2015,1,38,
Joseph,Vattamattam,"Heritage Insurance Holdings, Inc.",US,2014,1,38,
Dong,Liu,"Inner Mongolia BaoTou Steel Union Co., Ltd.",China,2014,1,38,
Bukelwa,Bulo,Netcare Ltd,South Africa,2015,1,38,Yes
Dave,Boennighausen,Noodles & Company,US,2015,1,38,
Derrick,Stewart,Old National Bancorp,US,2015,1,38,
Alexandra,Wilson,"Perry Ellis International, Inc.",US,2014,1,38,Yes
Kirill,Dmitriev,Rostelecom PJSC,Russia,2014,1,38,
Rolf,Hellermann,RTL Group S.A.,Luxembourg,2015,1,38,
Marguerite,Berard-Andrieu,Scor Se,France,2015,1,38,Yes
Anita M.,Sands,"ServiceNow, Inc.",US,2014,1,38,Yes
Avik,Dey,Seven Generations Energy Ltd.,Canada,2015,1,38,
Eun-Kyung,Park,Software AG,Germany,2015,1,38,Yes
Matthew,Lozow,"Surgery Partners, Inc.",US,2015,1,38,
Martin,Truong,"TerraForm Power, Inc.",US,2014,1,38,
Ricardo Miguel,dos Santos Pacheco Pires,The Navigator Company SA,Portugal,2015,1,38,
Aurelien,Vasseur,Trinseo S.A.,US,2014,1,38,
Dmitry,Razumov,Uralkali PJSC,Russia,2014,1,38,
Javier,Fernández Alonso,"Acs, Actividades de Construccion y Servicios S.A",Spain,2016,0,38,
Valeriy,Maksimov,Alrosa PJSC,Russia,2015,0,38,
Jared,Kopf,"Bazaarvoice, Inc.",US,2015,0,38,
Nadra,Moussalem,Carrefour,France,2016,0,38,
Denis,Kulikov,Cherkizovo Group PJSC,Russia,2016,0,38,
Nathan,Walton,"Clayton Williams Energy, Inc.",US,2016,0,38,
Yeon-seok,Choi,Coway Co. Ltd.,South Korea,2016,0,38,
Denis,Kulikov,DIXY GROUP PJSC,Russia,2015,0,38,
Christopher S.,Bradshaw,Era Group Inc.,US,2015,0,38,
Stephanie,Frachet,Eutelsat Communications,France,2015,0,38,Yes
James,Scott,"First Interstate BancSystem, Inc.",US,2016,0,38,
Gyung-Goo,Kim,Hanon Systems,South Korea,2015,0,38,
Marguerite,Berard-Andrieu,Havas,France,2016,0,38,Yes
Chad,Hollingsworth,"Interval Leisure Group, Inc.",US,2015,0,38,
Mark,Midle,"Limelight Networks, Inc.",US,2015,0,38,
Guillaume,de Belair,Marie Brizard Wine & Spirits,France,2015,0,38,
Rishi,Garg,"Rent-A-Center, Inc.",US,2016,0,38,
Amy,Chang,Splunk Inc.,US,2015,0,38,Yes
Olivia,Streatfeild,Trinity Mirror plc,UK,2016,0,38,Yes
Rishad,Premji,WIPRO Limited,India,2015,0,38,
Kiran Satchandra,Divi,Divi's Laboratories Limited,India,2001,14,39,
Andrea,Agnelli,Fiat Chrysler Automobiles NV,Netherlands,2004,12,39,
George,McCulloch,"Medidata Solutions, Inc.",US,2004,12,39,
Oleg,Bagrin,Novolipetsk Steel,Russia,2004,12,39,
Amit B.,Kalyani,Bharat Forge Ltd.,India,2004,11,39,
Nicolas,D'Ieteren,D'Ieteren,Belgium,2005,11,39,
Kirill,Seleznev,Gazprom Neft PJSC,Russia,2005,11,39,
Gugulethu Patricia,Dingaan,Distell Group Ltd,South Africa,2005,10,39,Yes
Andrea,Agnelli,Exor S.P.A.,Italy,2006,10,39,
Kevin,Bitterman,"Genocea Biosciences, Inc.",US,2006,10,39,
Henry,Letulle,Ipsos,France,2006,10,39,
Ryan Kerry,Stokes,Seven Group Holdings Ltd.,Australia,2005,10,39,
Stephan Horst,Pudwill,"Techtronic Industries Co., Ltd.",Hong Kong,2006,10,39,
Avi,Goldberg,"Zafgen, Inc.",US,2005,10,39,
Piet,Mouton,Capitec Bank Holdings Ltd,South Africa,2007,9,39,
Siddhartha,Lal,Eicher Motors Limited,India,2006,9,39,
James,Park,"Fitbit, Inc.",US,2007,9,39,
Alex,Laskey,"Opower, Inc.",US,2007,9,39,
Jeffrey B.,Straubel,SolarCity Corporation,US,2006,9,39,
Edward,Fenster,Sunrun Inc.,US,2007,9,39,
Frank,Addante,"The Rubicon Project, Inc.",US,2007,9,39,
Jack,Dorsey,"Twitter, Inc.",US,2007,9,39,
Kent,Sobey,Crombie Real Estate Investment Trust,Canada,2008,8,39,
Yehuda,Neuberger,"Maiden Holdings, Ltd.",US,2008,8,39,
Ganesh,Rao,"MoneyGram International, Inc.",US,2008,8,39,
Jon,Sakoda,"Opower, Inc.",US,2008,8,39,
Konstantin,Yanakov,Polymetal International plc,UK,2008,8,39,
Ravi,Sachdev,"Steven Madden, Ltd.",US,2008,8,39,
Pieter,Faure,Attacq Ltd,South Africa,2008,7,39,
Joshua,Kazam,"Kite Pharma, Inc.",US,2009,7,39,
Kenneth,Utsikt,Norwegian Air Shuttle ASA,Norway,2009,7,39,
William,Burkoth,NovoCure Limited,US,2009,7,39,
Aditya,Mittal,APERAM S.A.,Luxembourg,2010,6,39,
Sandra,Nombret,Bouygues,France,2010,6,39,Yes
Soumen,Das,Capital & Counties Properties plc,UK,2010,6,39,
Aleksey,Kulichenko,Severstal PJSC,Russia,2009,6,39,
Dayne A.,Baird,"Wesco Aircraft Holdings, Inc.",US,2010,6,39,
Anand,Mehra,"Aerie Pharmaceuticals, Inc.",US,2010,5,39,
Georg,Auer,Andritz AG,Austria,2011,5,39,
Alison,Rosenthal,"AutoNation, Inc.",US,2011,5,39,Yes
Seth,Brody,"Bankrate, Inc.",US,2010,5,39,
Luke,Latimer,First Commonwealth Financial Corporation,US,2011,5,39,
Babalwa,Ngonyama,Impala Platinum Holdings Ltd,South Africa,2010,5,39,Yes
Michelle,Dipp,"OvaScience, Inc.",US,2011,5,39,Yes
Dmitry,Saprykin,Aeroflot PJSC,Russia,2011,4,39,
Daniel,Agroskin,"Builders FirstSource, Inc.",US,2012,4,39,
Richard,Greslick,CNB FINANCIAL CORPORATION,US,2012,4,39,
Sumit,Rajpal,Enstar Group Limited,US,2011,4,39,
Alexander,Schmelkin,Essendant Inc.,US,2012,4,39,
Sebastien,Coquard,Ipsos,France,2012,4,39,
Bryan Pallop,Gaw,Kerry Properties Ltd.,Hong Kong,2012,4,39,
Chris,Muir,Northgate plc,UK,2011,4,39,
Isabel Jose,dos Santos,Nos SGPS SA,Portugal,2012,4,39,Yes
Andrey,Maruta,Petropavlovsk plc,UK,2011,4,39,
Todd M.,Hymel,PUMA SE,Germany,2012,4,39,
Adam,Stein,"Smart & Final Stores, Inc.",US,2012,4,39,
Christopher,Egan,TransUnion,US,2012,4,39,
Gavin R.,Baiera,Travelport Worldwide Limited,US,2011,4,39,
Spencer M.,Rascoff,"Zillow Group, Inc.",US,2011,4,39,
Benjamin D.,Fishman,"Alico, Inc.",US,2013,3,39,
Garheng,Kong,"Alimera Sciences, Inc.",US,2012,3,39,
Valentina,Martinelli,Atlantia SPA,Italy,2013,3,39,Yes
Neil,Austin,Carr's Group plc,UK,2013,3,39,
Jean-Romain,Lhomme,Edenred,France,2013,3,39,
Alban,Greget,Groupe Fnac,France,2013,3,39,
Jonathan ,Christodoro,Herbalife Ltd.,US,2013,3,39,
Jonathan ,Christodoro,"Hologic, Inc.",US,2013,3,39,
Arthur,Einav,"Independence Contract Drilling, Inc.",US,2012,3,39,
Barbara,Zanardi,Iren SPA,Italy,2013,3,39,Yes
Vladislav,Solovyev,MMC Norilsk Nickel PJSC,Russia,2013,3,39,
André Nuno,Malheiro dos Santos Almeida,Nos SGPS SA,Portugal,2013,3,39,
Erik,Moller,Opera Software ASA,Norway,2013,3,39,
Ron,Hoffman,Playtech plc,UK,2013,3,39,
Ossa,Fisher,"Rackspace Hosting, Inc.",US,2013,3,39,Yes
Saira,Ramasastry,"Sangamo BioSciences, Inc.",US,2012,3,39,Yes
Ryan Kerry,Stokes,Seven West Media Ltd.,Australia,2012,3,39,
Fagmeedah,Petersen,Telkom SA SOC Limited,South Africa,2012,3,39,Yes
Max R.,Levchin,Yahoo! Inc.,US,2012,3,39,
Marissa A.,Mayer,Yahoo! Inc.,US,2012,3,39,Yes
Jack,Dorsey,The Walt Disney Company,US,2013,3,39,
Geraint,Jones,Admiral Group plc,UK,2014,2,39,
James R.,Levy,Antero Resources Corporation,US,2013,2,39,
Matthew D.,Rinaldi,"Ashford Hospitality Prime, Inc.",US,2013,2,39,
Ian,Vaughan,"Bear State Financial, Inc.",US,2014,2,39,
James,Smith,Cairn Energy plc,UK,2014,2,39,
Alexis,Zajdenweber,Eramet,France,2014,2,39,
Franck,Tuil,GAME Digital plc,UK,2014,2,39,
Marat,Garaev,Gazprom Neft PJSC,Russia,2014,2,39,
Su-hyeon,Myeong,Kangwon Land Inc.,South Korea,2014,2,39,Yes
David,Bonita,"Loxo Oncology, Inc.",US,2013,2,39,
Violette,Watine,Manutan International,France,2014,2,39,Yes
Ali,Behbahani,Nevro Corp.,US,2014,2,39,
Susan,Givens,New Senior Investment Group Inc.,US,2014,2,39,Yes
John,Elkann,News Corporation,US,2013,2,39,
Chau Q.,Khuong,"Otonomy, Inc.",US,2013,2,39,
Anita M.,Sands,Symantec Corporation,US,2013,2,39,Yes
Jodie P.,Morrison,"Tokai Pharmaceuticals, Inc.",US,2013,2,39,Yes
Spencer M.,Rascoff,"TripAdvisor, Inc.",US,2013,2,39,
Francis,Lobo,"United Online, Inc.",US,2013,2,39,
Trevor,Strain,Wm Morrison Supermarkets plc,UK,2013,2,39,
Michael,Steib,XO Group Inc.,US,2014,2,39,
Tejune,Kang,"6D Global Technologies, Inc.",US,2014,1,39,
Dmitry,Peskov,Aeroflot PJSC,Russia,2014,1,39,
Stacey,Seltzer,"Aimmune Therapeutics, Inc.",US,2015,1,39,Yes
Michael,Steib,ALLY FINANCIAL INC.,US,2015,1,39,
Scott ,Perry,Centerra Gold Inc.,Canada,2015,1,39,
William H.,Lenehan IV,"Darden Restaurants, Inc.",US,2014,1,39,
R. Sacha,Bhatia,Dream Global Real Estate Investment Trust,Canada,2015,1,39,
Michael Adam,Sarver,"First Community Bancshares, Inc.",US,2015,1,39,
Daniel,Silvers,Forestar Group Inc.,US,2015,1,39,
Courtney,Mather,Freeport-McMoRan Inc.,US,2015,1,39,
Patrick,Dennis,"Guidance Software, Inc.",US,2015,1,39,
Michele,Titi-Cappelli,Hastings Group Holdings plc,UK,2015,1,39,
Hua,Lin,"Industrial Bank Co., Ltd.",China,2015,1,39,
Nir,Hasson,"Isramco, Inc.",US,2014,1,39,
Aleksey,Makhnev,LSR Group PJSC,Russia,2015,1,39,
Alexander,Aleksandrov,Magnit PJSC,Russia,2015,1,39,
Peter,Coors,Molson Coors Brewing Company,US,2015,1,39,
Gregory,Dalle,NV BEKAERT SA,Belgium,2015,1,39,
Marie,Ekeland,Parrot,France,2014,1,39,Yes
Octavia M.,Matloa,Petra Diamonds Ltd.,UK,2014,1,39,Yes
Aleksey,Blanin,PIK Group PJSC,Russia,2014,1,39,
Cindy,Hess,Pioneer Food Group Ltd,South Africa,2015,1,39,Yes
Piet,Mouton,Pioneer Food Group Ltd,South Africa,2015,1,39,
Edward R.,Rosenfeld,PVH CORP.,US,2014,1,39,
Oleg,Barkin,Rosseti PJSC,Russia,2014,1,39,
Olivia,Garfield,Severn Trent plc,UK,2014,1,39,Yes
Zarko,Djurovic,SKF AB,Sweden,2015,1,39,
Christophe,Gegout,Soitec,France,2015,1,39,
Marie,Ekeland,Srp Groupe,France,2015,1,39,Yes
Weiguo,Gu,Srp Groupe,France,2015,1,39,
Eric W.,Mandelblatt,"The Williams Companies, Inc.",US,2014,1,39,
Stephanie,Levesque,"World Wrestling Entertainment, Inc.",US,2015,1,39,Yes
Beate ,Siert,Zalando SE,Germany,2015,1,39,Yes
Jan,Koum,"Facebook, Inc.",US,2014,1,39,
Maksim,Kuzyuk,Aeroflot PJSC,Russia,2015,0,39,
Aleksandr,Galushka,Alrosa PJSC,Russia,2015,0,39,
Augusta Brown,Holland,Brown-Forman Corporation,US,2015,0,39,Yes
Samina,Vaziralli,Cipla Limited,India,2015,0,39,Yes
Lone,Olstad,Det Norske Oljeselskap ASA,Norway,2016,0,39,Yes
Tao,Zhu,"Foshan Haitian Flavouring & Food Co., Ltd.",China,2016,0,39,
Joshua,Hausman,"Genesis Healthcare, Inc.",US,2015,0,39,
William,Lenehan,"Macy's, Inc.",US,2016,0,39,
Birgitte,Vartdal,Marine Harvest ASA,Norway,2016,0,39,Yes
Grady,Summers,"NETGEAR, Inc.",US,2016,0,39,
Mikhail,Rybnikov,PhosAgro OJSC,Russia,2016,0,39,
Artem,Avetisyan,RusHydro PJSC,Russia,2015,0,39,
Alesia,Haas,Sears Holdings Corporation,US,2016,0,39,Yes
Scott,Ostfeld,"Team Health Holdings, Inc.",US,2016,0,39,
John,Elkann,Fiat Chrysler Automobiles NV,Netherlands,1997,19,40,
Emanuele,Della Valle,Tod's SPA,Italy,2000,16,40,
Ettore,Contini,SOCO International plc,UK,2001,14,40,
Timothy,Weingarten,"Cogent Communications Holdings, Inc.",US,2003,13,40,
John,Elkann,Exor S.P.A.,Italy,2003,13,40,
Julie,Smolyansky,"Lifeway Foods, Inc.",US,2002,13,40,Yes
Peter,Wrighton-Smith,Oxford Immunotec Global PLC,US,2002,13,40,
Nicholas,Woodman,"GoPro, Inc.",US,2004,12,40,
Vitaly,Nesis,Polymetal International plc,UK,2004,12,40,
Jonathan,Oringer,"Shutterstock, Inc.",US,2003,12,40,
Yakov,Faitelson,"Varonis Systems, Inc.",US,2004,12,40,
Randall,McMullen,C&J Energy Services Ltd.,US,2005,11,40,
Irakli,Gilauri,BGEO Group plc,UK,2006,10,40,
Garheng,Kong,"Cempra, Inc.",US,2006,10,40,
Irakli,Gilauri,Georgia Healthcare Group plc,UK,2006,10,40,
Ivan,Tyryshkin,Pharmstandard PJSC,Russia,2006,10,40,
JJ (Jan),Mouton,PSG Group Ltd,South Africa,2005,10,40,
Punit,Goenka,Zee Entertainment Enterprises Ltd.,India,2005,10,40,
Paul,Amos,Aflac Incorporated,US,2007,9,40,
Thomas,Gorny,"Endurance International Group Holdings, Inc.",US,2007,9,40,
Hari,Ravichandran,"Endurance International Group Holdings, Inc.",US,2007,9,40,
James,Levy,"Laredo Petroleum, Inc.",US,2007,9,40,
Michael,Reger,"Northern Oil and Gas, Inc.",US,2007,9,40,
Mor,Weizer,Playtech plc,UK,2007,9,40,
Bruce,Booth,"Zafgen, Inc.",US,2006,9,40,
William (Bill) James,Beament,Northern Star Resources Ltd,Australia,2007,8,40,
Victor,Fedlyuk,Pharmstandard PJSC,Russia,2008,8,40,
Jeffrey,Lieberman,"Shutterstock, Inc.",US,2007,8,40,
Edward,Rosenfeld,"Steven Madden, Ltd.",US,2008,8,40,
Carlos Augusto Leoni,Piani,Equatorial Energia S.A.,Brazil,2008,7,40,
Patrick,Bartels,"WCI Communities, Inc.",US,2009,7,40,
Marcel,de Groot,Asanko Gold Inc.,Canada,2009,6,40,
