FirstName,LastName,Company,Country,Director since,Tenure,Age,Female
Sean,Riley,Agnico Eagle Mines Limited,Canada,2011,5,62,
Roderick,Baty,Alamo Group Inc.,US,2011,5,62,
Catherine,Best,AltaGas Ltd.,Canada,2011,5,62,Yes
Catherine,Brune,Ameren Corporation,US,2011,5,62,Yes
Debra,Edwards,American Vanguard Corporation,US,2011,5,62,Yes
George,Fotiades,"AptarGroup, Inc.",US,2011,5,62,
Craig,Philip,ArcBest Corporation,US,2011,5,62,
Kathleen,Nealon,"Argo Group International Holdings, Ltd.",US,2011,5,62,Yes
Charles,Adair,Aryzta AG,Switzerland,2010,5,62,
Archie,Bethel,Babcock International Group plc,UK,2010,5,62,
Robert,Simmonds,BCE Inc.,Canada,2011,5,62,
Vincent A.,Forlenza,"Becton, Dickinson and Company",US,2011,5,62,
Pedro Pullen,Parente,BM&FBOVESPA S.A.,Brazil,2011,5,62,
Eugenia M.,Ulasewicz,Bunzl plc,UK,2011,5,62,Yes
Philip,Green,Carillion plc,UK,2011,5,62,
Mark Anthony,Wilson,Chr.Hansen Holdings A/S,Denmark,2010,5,62,
Joseph M.,Scaminace,Cintas Corporation,US,2010,5,62,
Guenter,von Au,Clariant AG,Switzerland,2011,5,62,
Robert,Pittman,"Clear Channel Outdoor Holdings, Inc.",US,2011,5,62,
Edward,Bonach,"CNO Financial Group, Inc.",US,2011,5,62,
Joan,Herman,Convergys Corporation,US,2011,5,62,Yes
Elizabeth,Hight,Corporate Office Properties Trust,US,2011,5,62,Yes
R. Dary,Stone,Cousins Properties Incorporated,US,2011,5,62,
Robert ,Rivet,Curtiss-Wright Corporation,US,2011,5,62,
Virginia,Kamsky,Dana Holding Corporation,US,2011,5,62,Yes
Christopher,Richards,Dechra Pharmaceuticals plc,UK,2010,5,62,
Kevin,Meyers,Denbury Resources Inc.,US,2011,5,62,
Andrew,Palmer,Direct Line Insurance Group plc,UK,2011,5,62,
David,Alexander,"Dr Pepper Snapple Group, Inc.",US,2011,5,62,
D. Martin,Phillips,Eclipse Resources Corporation,US,2011,5,62,
David,Nierenberg,"Electro Scientific Industries, Inc.",US,2010,5,62,
W. Byron,Dunn,Enerflex Ltd.,Canada,2011,5,62,
Karl,Gruber,Evraz plc,UK,2010,5,62,
Thomas F.,Kelly,Fabrinet,US,2010,5,62,
David,Jahnke,"First Interstate BancSystem, Inc.",US,2011,5,62,
Ann,Hackett,"Fortune Brands Home & Security, Inc.",US,2011,5,62,Yes
José María,Aracama Yoldi,Gamesa Corporacion Tecnologica S.A.,Spain,2011,5,62,
Alan,Rosenthal,Genie Energy Ltd.,US,2011,5,62,
Young-hak,Kim,Hanwha Chemical Corp.,South Korea,2011,5,62,
Diane,Casey,"Healthcare Services Group, Inc.",US,2011,5,62,Yes
Adolfo,Henriques,HEICO Corporation,US,2011,5,62,
Kevin,Dolan,Henderson Group plc,UK,2011,5,62,
Suman Kant,Munjal,Hero MotoCorp Ltd.,India,2010,5,62,
Kevin,Ruffles,Hogg Robinson Group plc,UK,2010,5,62,
H. Stanford,Allen,"HomeTrust Bancshares, Inc.",US,2010,5,62,
Linda,Zecher,Houghton Mifflin Harcourt Company,US,2011,5,62,Yes
Thomas,Schievelbein,"Huntington Ingalls Industries, Inc.",US,2011,5,62,
Irene Yun Lien,Lee,Hysan Development Co. Ltd.,Hong Kong,2011,5,62,Yes
Se-bin,Oh,Hyundai Motor Co.,South Korea,2011,5,62,
Christopher,Mayhew,InterContinental Hotels Group plc,UK,2011,5,62,
Ahmet,Dorduncu,International Paper Company,US,2011,5,62,
Michael,Wareing,Intertek Group plc,UK,2011,5,62,
Louise,Patten,Intu Properties plc,UK,2011,5,62,Yes
Mercedes,Johnson,"Juniper Networks, Inc.",US,2011,5,62,Yes
Christopher,Girling,Keller Group plc,UK,2011,5,62,
Conrad,Mallett,"Kelly Services, Inc.",US,2011,5,62,
Oi-Geun,Choi,KEPCO Plant Service & Engineering Co. Ltd.,South Korea,2010,5,62,
James,Kenny,Kerry Group plc,Ireland,2011,5,62,
Edmund,Segner,"Laredo Petroleum, Inc.",US,2011,5,62,
Eliane,Rouyer-Chevalier,Legrand,France,2011,5,62,Yes
Christie,Clark,Loblaw Companies Limited,Canada,2011,5,62,
James,Cherry,Logistec Corporation,Canada,2011,5,62,
Lawrence,Rueff,"MainSource Financial Group, Inc.",US,2011,5,62,
Ron,Anderson,Mainstreet Equity Corp.,Canada,2011,5,62,
Gary,Heminger,Marathon Petroleum Corporation,US,2011,5,62,
Celeste,Clark,Mead Johnson Nutrition Company,US,2011,5,62,Yes
Heinrich (Heiner),Dreismann,"Myriad Genetics, Inc.",US,2010,5,62,
Guenter,Hauptmann,NORMA Group SE,Germany,2011,5,62,
Richard H.,Douglas,"Novavax, Inc.",US,2010,5,62,
James F.,Young,"Novavax, Inc.",US,2010,5,62,
Atsushi,Abe,ON Semiconductor Corporation,US,2011,5,62,
Patricia,Hartung,Park Sterling Corporation,US,2011,5,62,Yes
Robert G.,Bohn,Parker-Hannifin Corporation,US,2010,5,62,
Alan,Cook,Permanent TSB Group Holdings plc,Ireland,2011,5,62,
Philip,Bullock,Perpetual Ltd.,Australia,2010,5,62,
Deborah M.,Reif,PHH Corporation,US,2010,5,62,Yes
Marcel,Coutu,Power Corporation Of Canada,Canada,2011,5,62,
Kevin,Meyers,Precision Drilling Corp.,Canada,2011,5,62,
Joel,Babbit,"Primerica, Inc.",US,2011,5,62,
George,Fotiades,"Prologis, Inc.",US,2011,5,62,
Andrew,Quinn,Randgold Resources Ltd,UK,2011,5,62,
Greg,Jacobsen,Redknee Solutions Inc.,Canada,2011,5,62,
Christine A.,Poon,"Regeneron Pharmaceuticals, Inc.",US,2010,5,62,Yes
Nathaniel,Davis,RLJ Lodging Trust,US,2011,5,62,
Frank,Chapman,Rolls-Royce Holdings plc,UK,2011,5,62,
Chantal,Mazzacurati,Rubis,France,2010,5,62,Yes
William,Green,S&P Global Inc.,US,2011,5,62,
Mohd Hassan bin,Marican,Sembcorp Marine Ltd.,Singapore,2011,5,62,
Al,Gossett,"Sequential Brands Group, Inc.",US,2011,5,62,
Douglas,Robertson,SIG plc,UK,2011,5,62,
Craig,Hatkoff,SL Green Realty Corp.,US,2011,5,62,
Peter,Williams,Sportech plc,UK,2011,5,62,
Theophil,Schlatter,Swisscom AG,Switzerland,2011,5,62,
Christiane,Jarke,Symrise AG,Germany,2011,5,62,Yes
Werner,Geissler,The Goodyear Tire & Rubber Company,US,2011,5,62,
Nancy,Cooper,The Mosaic Company,US,2011,5,62,Yes
Seth,Johnson,"Tilly's, Inc.",US,2011,5,62,
Moreen,Anderson,Travis Perkins plc,UK,2011,5,62,Yes
Mary Katherine,Wold,Unilife Corporation,US,2010,5,62,Yes
Nathaniel,Davis,Unisys Corporation,US,2011,5,62,
Ulrike,Steinhorst,Valeo,France,2011,5,62,Yes
David J.,Illingworth,"Varian Medical Systems, Inc.",US,2011,5,62,
Peter,Layr,Verbund AG,Austria,2011,5,62,
Pamela Josephine,Kirby,Victrex plc,UK,2011,5,62,Yes
Jeffrey D.,Jones,Visteon Corporation,US,2010,5,62,
Donald,Copeland,Western Energy Services Corp.,Canada,2011,5,62,
Harish,Manwani,WHIRLPOOL CORPORATION,US,2011,5,62,
Hans-Ulrich,Holdenried,Wincor Nixdorf AG,Germany,2011,5,62,
Michael,Kneeland,YRC Worldwide Inc.,US,2011,5,62,
John,Warren,4imprint Group plc,UK,2012,4,62,
David W.,Joos,AECOM,US,2012,4,62,
Bernardus Johannes Maria,Verwaayen,Akzo Nobel NV,Netherlands,2012,4,62,
Stanley,Kuriyama,"Alexander & Baldwin, Inc.",US,2012,4,62,
Maria,Freire,"Alexandria Real Estate Equities, Inc.",US,2012,4,62,Yes
Anthony,Saich,"AMC Entertainment Holdings, Inc.",US,2012,4,62,
Thomas C.,Dolan,AMC Networks Inc.,US,2011,4,62,
Bonnie,Howard,Assured Guaranty Ltd.,US,2012,4,62,Yes
Tommaso,Barracco,Autogrill Spa,Italy,2011,4,62,
Glyn,Barker,Aviva plc,UK,2012,4,62,
James A.,Lawrence,"AVNET, INC.",US,2011,4,62,
Mario Alberto,Pedranzini,Banca Popolare Di Sondrio,Italy,2012,4,62,
John,Thornton,Barrick Gold Corporation,Canada,2012,4,62,
Tahira,Hassan,Brambles Ltd,Australia,2011,4,62,Yes
Patrick Horbach,Fairon,Braskem S.A.,Brazil,2012,4,62,
Joan C. Lordi,Amble,Brown-Forman Corporation,US,2011,4,62,Yes
Mary,Guilfoile,"C.H. Robinson Worldwide, Inc.",US,2012,4,62,Yes
Javier,Ibarz Alegría,CaixaBank SA,Spain,2012,4,62,
Ian,Bruce,Cameco Corporation,Canada,2012,4,62,
Rebecca,MacDonald,Canadian Pacific Railway Limited,US,2012,4,62,Yes
William,Ward,Capital Bank Financial Corp.,US,2012,4,62,
Duane,Kurisu,Central Pacific Financial Corp.,US,2012,4,62,
Lesley,Knox,Centrica plc,UK,2012,4,62,Yes
Ulysses,Bridgeman,Churchill Downs Incorporated,US,2012,4,62,
Ira,Zecher,"Chuy's Holdings, Inc.",US,2011,4,62,
Melanie W.,Barstad,Cintas Corporation,US,2011,4,62,Yes
Eric Soon Hee,Chan,City Developments Limited,Singapore,2012,4,62,
Irene Yun Lien,Lee,CLP Holdings Ltd.,Hong Kong,2012,4,62,Yes
Gertrude,Tumpel-Gugerell,Commerzbank AG,Germany,2012,4,62,Yes
Boyd C.,Wilson Jr.,CommunityOne Bancorp,US,2011,4,62,
Jack L.,Stahl,Coty Inc.,US,2011,4,62,
John,Fain,CubeSmart,US,2012,4,62,
Patricia,Fili-Krushel,Dollar General Corporation,US,2012,4,62,Yes
Charles,McClure,DTE Energy Company,US,2012,4,62,
Maria Celeste Ferreira Lopes,Cardona,EDP-Energias de Portugal S.A,Portugal,2012,4,62,Yes
Hans-Ulrich,Sachs,ElringKlinger AG,Germany,2012,4,62,
Sheldon,Steeves,Enerplus Corporation,Canada,2012,4,62,
Philip,Nolan,EnQuest plc,UK,2012,4,62,
Ronald,Vargo,"EPAM Systems, Inc.",US,2012,4,62,
Dominic,Addesso,"Everest Re Group, Ltd.",US,2012,4,62,
Fred,Parker,Farmers Capital Bank Corporation,US,2012,4,62,
Patience,Wheatcroft,Fiat Chrysler Automobiles NV,Netherlands,2012,4,62,Yes
Michael,Becher,First Merchants Corporation,US,2012,4,62,
Richard,Chapman,"First Solar, Inc.",US,2012,4,62,
Thomas M.,Ryan,"Five Below, Inc.",US,2011,4,62,
Paul,Yovovich,GATX Corporation,US,2012,4,62,
Thomas M.,Schoewe,General Motors Company,US,2011,4,62,
Leon,Roday,Genworth Mortgage Insurance Australia Ltd,Australia,2012,4,62,
Susan,Molineaux,GERON CORPORATION,US,2012,4,62,Yes
Sudhindar Krishan,Khanna,HCL Technologies Ltd.,India,2011,4,62,
Renu Sud,Karnad,HDFC Bank Limited,India,2011,4,62,Yes
Scott ,Boggs,"HomeStreet, Inc.",US,2012,4,62,
Ann,Rooney,Horizon North Logistics Inc.,Canada,2012,4,62,Yes
Sheila,Bair,"Host Hotels & Resorts, Inc.",US,2012,4,62,Yes
Tom,Goodman,HudBay Minerals Inc.,Canada,2012,4,62,
Ho-young,Seok,Hyundai Glovis Co.,South Korea,2012,4,62,
David,Parry,IDEX Corporation,US,2012,4,62,
James,Griffith,Illinois Tool Works Inc.,US,2012,4,62,
Carl-Peter,Forster,IMI plc,UK,2012,4,62,
Ilene,Gordon,International Paper Company,US,2012,4,62,Yes
Jon,Olson,"InvenSense, Inc.",US,2011,4,62,
Jack,Moore,"KBR, Inc.",US,2012,4,62,
Philip,Toomey,Kerry Group plc,Ireland,2012,4,62,
William,Waterman,Kirby Corporation,US,2012,4,62,
Michael R.,Cannon,Lam Research Corporation,US,2011,4,62,
Jane Sharman,Hemstritch,Lend Lease Group,Australia,2011,4,62,Yes
Astrid,Skala-Kuhmann,Lenzing AG,Austria,2012,4,62,Yes
Gordon,D'Angelo,"Liberty Tax, Inc.",US,2011,4,62,
Roy,Guthrie,"LifeLock, Inc.",US,2012,4,62,
Alastair,Barbour,Liontrust Asset Management plc,UK,2011,4,62,
David,Warren,London Stock Exchange Group plc,UK,2012,4,62,
William,Carter,"M/I Homes, Inc.",US,2012,4,62,
John,Plant,Masco Corporation,US,2012,4,62,
Russell,Goodman,Metro Inc.,Canada,2012,4,62,
Ira,Boots,Milacron Holdings Corp,US,2012,4,62,
Robert,Herz,Morgan Stanley,US,2012,4,62,
James,Crane,Nabors Industries Ltd.,US,2012,4,62,
Ellyn,McColgan,"NASDAQ, INC.",US,2012,4,62,Yes
Roy,Guthrie,Nationstar Mortgage Holdings Inc.,US,2012,4,62,
Michael,Malone,Nationstar Mortgage Holdings Inc.,US,2012,4,62,
Plinio Villares,Musetti,Natura Cosmeticos S.A.,Brazil,2012,4,62,
Winifred T.,Kamit,Newcrest Mining Ltd.,Australia,2011,4,62,Yes
Steven,Scheid,"NMI Holdings, Inc.",US,2012,4,62,
Irene Yun Lien,Lee,Noble Group Limited,Singapore,2012,4,62,Yes
Martin,Towers,Norcros plc,UK,2011,4,62,
Pedro Jose,Rodrigues,Norsk Hydro ASA,Norway,2012,4,62,
Keith,Spence,Oil Search Ltd.,Australia,2012,4,62,
Roy,Guthrie,"OneMain Holdings, Inc.",US,2012,4,62,
Grace Reksten,Skaugen,Orkla ASA,Norway,2012,4,62,Yes
Poju,Zabludowicz,Outotec Oyj,Finland,2012,4,62,
Phillip M.,Miller,Pebblebrook Hotel Trust,US,2011,4,62,
Bob,Nicholson,Performance Sports Group Ltd.,US,2011,4,62,
Roger,Fradin,Pitney Bowes Inc.,US,2012,4,62,
Richard,Collier,Prothena Corporation plc,US,2012,4,62,
Stuart,Sinclair,Provident Financial plc,UK,2012,4,62,
Dawn,Lepore,Quotient Technology Inc.,US,2012,4,62,Yes
Gaetano,Muzio,Radian Group Inc.,US,2012,4,62,
David,Pearce,Raging River Exploration Inc.,Canada,2012,4,62,
Scott,Ingraham,"RealPage, Inc.",US,2012,4,62,
Roswitha,Armbruster,Rheinmetall AG,Germany,2012,4,62,Yes
Leon,Crouse,RMB Holdings Ltd,South Africa,2011,4,62,
John,MacDonald,Rogers Communications Inc.,Canada,2012,4,62,
In-man,Song,Samsung Heavy Industries Co. Ltd.,South Korea,2012,4,62,
Victor Patrick,Hoog Antink,Sands China Ltd.,Hong Kong,2012,4,62,
Michael R.,Cannon,Seagate Technology plc,US,2011,4,62,
Christopher,Fisher,SEGRO plc,UK,2012,4,62,
Loren,Leiker,SM Energy Company,US,2012,4,62,
Huw,Thomas,Smart Real Estate Investment Trust,Canada,2011,4,62,
Eric,Siegel,SNC-Lavalin Group Inc.,Canada,2012,4,62,
M. Jack,Sanders,Sonoco Products Company,US,2012,4,62,
Jeremy,Beeton,SSE plc,UK,2011,4,62,
Lisa,Kranc,"Stage Stores, Inc.",US,2012,4,62,Yes
Lynne,Peacock,Standard Life plc,UK,2012,4,62,Yes
Mike,Zafirovski,"Stericycle, Inc.",US,2012,4,62,
Michael,McShane,"Superior Energy Services, Inc.",US,2012,4,62,
Ole,Johansson,Svenska Handelsbanken AB,Sweden,2012,4,62,
Olli-Pekka,Kallasvuo,Telia Company AB,Sweden,2012,4,62,
John,McGlade,The Goodyear Tire & Rubber Company,US,2012,4,62,
Jeffrey,Kelly,The Progressive Corporation,US,2012,4,62,
Jeffrey,Heath,TMX Group Limited,Canada,2012,4,62,
Larry,Hutchison,Torchmark Corporation,US,2012,4,62,
Glyn,Barker,Transocean Ltd.,US,2012,4,62,
Martin,Broadhurst,Ultra Electronics Holdings plc,UK,2012,4,62,
James,Greene,Umpqua Holdings Corporation,US,2012,4,62,
Pierluigi,Stefanini,UnipolSai Assicurazioni SpA,Italy,2012,4,62,
Neil,Warner,Vectura Group plc,UK,2011,4,62,
Loren,Leiker,Vermilion Energy Inc,Canada,2012,4,62,
Lars,Josefsson,Vestas Wind System A/S,Denmark,2012,4,62,
Gertrude,Tumpel-Gugerell,Vienna Insurance Group Ag,Austria,2012,4,62,Yes
Sergey,Dubinin,VTB Bank PJSC,Russia,2011,4,62,
Michael,Malone,"Walker & Dunlop, Inc.",US,2012,4,62,
David K.,Grant,"Washington Federal, Inc.",US,2012,4,62,
Randall H.,Talbot,"Washington Federal, Inc.",US,2012,4,62,
Steven,Altschuler,"Weight Watchers International, Inc.",US,2012,4,62,
Richard,O'Brien,Xcel Energy Inc.,US,2012,4,62,
Douglas,Dafoe,Xtreme Drilling and Coil Services Corp.,Canada,2012,4,62,
Inge,Thulin,3M Company,US,2012,4,62,
Martin,Barrington,"Altria Group, Inc.",US,2012,4,62,
Daniel,Vasella,American Express Company,US,2012,4,62,
Marillyn,Hewson,Lockheed Martin Corporation,US,2012,4,62,Yes
Richard,Dreiling,"Lowe's Companies, Inc.",US,2012,4,62,
Nigel,Sheinwald,Royal Dutch Shell plc,UK,2012,4,62,
Steven,Gillis,Shire plc,UK,2012,4,62,
Adebayo,Ogunlesi,"The Goldman Sachs Group, Inc.",US,2012,4,62,
John,Nicolson,A.G. Barr plc,UK,2013,3,62,
Robin,Adams,Accuride Corporation,US,2013,3,62,
Ravindra H.,Dholakia,Adani Enterprises Ltd.,India,2012,3,62,
Gregory,Scott,Adeptus Health Inc.,US,2013,3,62,
Monica,Sloan,Aecon Group Inc.,Canada,2013,3,62,Yes
Dona,Young,Aegon NV,Netherlands,2013,3,62,Yes
Christie,Clark,Air Canada,Canada,2013,3,62,
Guy,Lacroix,Akka Technologies,France,2012,3,62,
Christopher B.,Paisley,"Ambarella, Inc.",US,2012,3,62,
David,Sable,"American Eagle Outfitters, Inc.",US,2013,3,62,
Joey,Jacobs,AmSurg Corp.,US,2013,3,62,
Andronico,Luksic Craig,Antofagasta plc,UK,2013,3,62,
William ,Sembo,ARC Resources Ltd.,Canada,2013,3,62,
Jonathan,Bloomer,Arrow Global Group plc,UK,2013,3,62,
Gordon,Ireland,Aspen Insurance Holdings Limited,US,2013,3,62,
Michael D.,West,"Asterias Biotherapeutics, Inc.",US,2012,3,62,
Stewart,Shaw-Taylor,Attacq Ltd,South Africa,2012,3,62,
Nancy,Killefer,"Avon Products, Inc.",US,2013,3,62,Yes
Giuseppe,Benini,Banca IFIS S.p.A.,Italy,2013,3,62,
Michael,Samis,BancFirst Corporation,US,2013,3,62,
Dawei,Xia,"Baoshan Iron & Steel Co., Ltd.",China,2013,3,62,
Wendy,Lucas-Bull,Barclays Africa Group Ltd,South Africa,2013,3,62,Yes
James,Craigie,"Bloomin' Brands, Inc.",US,2013,3,62,
Ning,Yu,"BOE Technology Group Co., Ltd.",China,2013,3,62,
Joan Lordi C.,Amble,Booz Allen Hamilton Holding Corporation,US,2012,3,62,Yes
Nancy,Cooper,Brunswick Corporation,US,2013,3,62,Yes
Thomas F.,Eggers,"Calamos Asset Management, Inc.",US,2012,3,62,
Dipesh J.,Shah,Canaccord Genuity Group Inc.,Canada,2012,3,62,
Pierre,Boivin,"Canadian Tire Corporation, Limited",Canada,2013,3,62,
Daryl H.,Gilbert,Cequence Energy Ltd.,Canada,2012,3,62,
Nigel Robert,Young,Chemring Group plc,UK,2013,3,62,
David,Brand,Chesnara plc,UK,2013,3,62,
Russel,Mayer,Cincinnati Bell Inc.,US,2013,3,62,
Stephen,Adzima,Clifton Bancorp Inc.,US,2012,3,62,
Jacqueline,Tammenoms Bakker,CNH Industrial N.V.,Netherlands,2013,3,62,Yes
Michael,Patsalos-Fox,Cognizant Technology Solutions Corporation,US,2012,3,62,
Johanne M.,Lepine,Cominar Real Estate Investment Trust,Canada,2013,3,62,Yes
Jean-Pierre,Duprieu,Compagnie generale des etablissements Michelin,France,2013,3,62,
J. Michael,Lawrie,Computer Sciences Corporation,US,2012,3,62,
Richard,Forde,"Connecticut Water Service, Inc.",US,2013,3,62,
Peter,Hausmann,Continental AG,Germany,2013,3,62,
Robert,Dennis,Corrections Corporation of America,US,2013,3,62,
Glenn A.,Davenport,"Cracker Barrel Old Country Store, Inc.",US,2012,3,62,
Deborah,Salzberg,CubeSmart,US,2013,3,62,Yes
David ,Adams,Curtiss-Wright Corporation,US,2013,3,62,
B. Lynne,Parshall,"Cytokinetics, Incorporated",US,2013,3,62,Yes
Carol,Sergeant,Danske Bank A/S,Denmark,2013,3,62,Yes
Randolph,Fortener,"Diamond Hill Investment Group, Inc.",US,2013,3,62,
Micheline,Chau,"Dolby Laboratories, Inc.",US,2013,3,62,Yes
David,Illingworth,Domtar Corporation,US,2013,3,62,
Sang-yong,Park,Dongbu Insurance Co.,South Korea,2013,3,62,
R. Gerard,Salemme,EarthLink Holdings Corp.,US,2013,3,62,
Eduardo Rath,Fingerl,EcoRodovias Infraestrutura e Logistica SA,Brazil,2013,3,62,
Bonnie R.,Brooks,Empire Company Limited,Canada,2012,3,62,Yes
Brian,Shaw,EnCana Corporation,Canada,2013,3,62,
Kirkland,Donald,Entergy Corporation,US,2013,3,62,
Peter Jeffrey,Baguley,Enterprise Inns plc,UK,2013,3,62,
Thomas,Bloch,EPR Properties,US,2013,3,62,
John,Stanik,F.N.B. Corporation,US,2013,3,62,
James Morrison,Millar,Fairfax Media Ltd.,Australia,2012,3,62,
William M.,Coughran Jr.,"FireEye, Inc.",US,2012,3,62,
Tim,Lancaster,"First Financial Bankshares, Inc.",US,2013,3,62,
Russ M.,Strobel,FirstMerit Corporation,US,2012,3,62,
Donal Paul,O'Dwyer,Fisher & Paykel Healthcare Corp,New Zealand,2012,3,62,
Andrew,Adcock,Foxtons Group plc,UK,2013,3,62,
Pete,Hoekstra,Gentex Corporation,US,2013,3,62,
Davida,Marston,Governor and Company of the Bank of Ireland,Ireland,2013,3,62,Yes
John A.,Warren,Greencore Group plc,UK,2013,3,62,
Kevin F.,Sullivan,Griffon Corporation,US,2013,3,62,
Betsy,Atkins,"HD Supply Holdings, Inc.",US,2013,3,62,Yes
Sylvia,Summers,Headwaters Incorporated,US,2013,3,62,Yes
Joan,Herman,HealthSouth Corporation,US,2013,3,62,Yes
James,McNamara,"Hemisphere Media Group, Inc.",US,2013,3,62,
Barbara,Kux,Henkel AG & Co. KGaA,Germany,2013,3,62,Yes
Cesare,Pillon,HERA SPA,Italy,2013,3,62,
David,McManus,Hess Corporation,US,2013,3,62,
Kevin,Meyers,Hess Corporation,US,2013,3,62,
Thomas,Krause,Hochtief AG,Germany,2013,3,62,
Cheol-young,Lee,Hyundai Marine & Fire Insurance Co. Ltd.,South Korea,2013,3,62,
Paul,Theil,"Industrial Bank Co., Ltd.",China,2013,3,62,
Peter,Bazalgette,ITV plc,UK,2013,3,62,
Catherine Angell,Sohn,Jazz Pharmaceuticals plc,US,2012,3,62,Yes
James,Moffat,Lamprell plc,UK,2013,3,62,
Catherine Angell,Sohn,Landec Corporation,US,2012,3,62,Yes
Vikram Singh,Mehta,Larsen & Toubro Ltd,India,2012,3,62,
Shailendra,Roy,Larsen & Toubro Ltd,India,2012,3,62,
Denise,Coll,LaSalle Hotel Properties,US,2013,3,62,Yes
Jun,Park,LG Display Co.,South Korea,2013,3,62,
Stephen,Bebis,Liquor Stores N.A. Ltd.,Canada,2013,3,62,
William ,Cameron,Live Oak Bancshares Inc.,US,2013,3,62,
William E.,Andrew,Long Run Exploration Ltd.,Canada,2012,3,62,
Sang-woo,Han,LS Industrial Systems Co.,South Korea,2013,3,62,
Vikram Singh,Mehta,Mahindra & Mahindra Ltd.,India,2012,3,62,
Janice (Jan),Dawson,Meridian Energy Ltd.,New Zealand,2012,3,62,Yes
James H.,Quigley,"Merrimack Pharmaceuticals, Inc.",US,2012,3,62,
Ulrike,Steinhorst,Mersen SA,France,2013,3,62,Yes
Lars,Josefsson,Metso Corporation,Finland,2013,3,62,
Gary,Poliner,MGIC Investment Corporation,US,2013,3,62,
Waters,Davis,Milacron Holdings Corp,US,2013,3,62,
Jeong-chan,Park,Mirae Asset Securities Co.,South Korea,2013,3,62,
Leon,Crouse,MMI Holdings Ltd,South Africa,2012,3,62,
Pierre,Boivin,National Bank Of Canada,Canada,2013,3,62,
Temple,Tutwiler,National Commerce Corporation,US,2013,3,62,
Nicolas,de Tavernost,Natixis,France,2013,3,62,
Kevin,Sheehan,New Media Investment Group Inc.,US,2013,3,62,
Andronico,Luksic Craig,Nexans,France,2013,3,62,
Timothy,Fannin,"Northwest Bancshares, Inc.",US,2013,3,62,
Sheldon,Steeves,NuVista Energy Ltd.,Canada,2013,3,62,
Stephen D.,Newlin,Oshkosh Corporation,US,2013,3,62,
Anja,Korhonen,Outotec Oyj,Finland,2013,3,62,Yes
Patrick,Ward,Partners Group Holding,Switzerland,2013,3,62,
Harish,Manwani,Pearson plc,UK,2013,3,62,
Jill,Schwartz,"Penns Woods Bancorp, Inc.",US,2013,3,62,Yes
Anne,Valleron,Peugeot SA,France,2013,3,62,Yes
Michael,Tarwater,"Piedmont Natural Gas Company, Inc.",US,2013,3,62,
Glenda Baskin,Glover,"Pinnacle Financial Partners, Inc.",US,2013,3,62,Yes
Phoebe,Wood,Pioneer Natural Resources Company,US,2013,3,62,Yes
Gary,Crittenden,"Primerica, Inc.",US,2013,3,62,
Craig,Bouchard,"Real Industry, Inc.",US,2013,3,62,
Yuriko,Koike,Renault,France,2013,3,62,Yes
Bonnie,Brooks,RioCan Real Estate Investment Trust,Canada,2013,3,62,Yes
Werner,Brandt,RWE AG,Germany,2013,3,62,
David (Dave) L.,Jahnke,"Schnitzer Steel Industries, Inc.",US,2013,3,62,
Paul M.,Meister,Scientific Games Corporation,US,2012,3,62,
Shaun,Paterson,Secure Energy Services Inc.,Canada,2013,3,62,
Erik Teik Lim,Ang,Sembcorp Marine Ltd.,Singapore,2013,3,62,
Tsun-Yan,Hsieh,Singapore Airlines Limited,Singapore,2012,3,62,
Yong-hui,Lee,"SK Holdings Co., Ltd.",South Korea,2013,3,62,
Donald R.,Kendall Jr.,SolarCity Corporation,US,2012,3,62,
Jean-Luc,Placet,Sopra Steria Group,France,2012,3,62,
Steven,Altschuler,"Spark Therapeutics, Inc.",US,2013,3,62,
William,Voss,SpartanNash Company,US,2013,3,62,
Steven,Townsend,"Sprouts Farmers Market, Inc.",US,2013,3,62,
John,Nicolson,Stock Spirits Group plc,UK,2013,3,62,
Douglas Francis,McTaggart,Suncorp Group Ltd.,Australia,2012,3,62,
Ueli,Dietiker,Swiss Life Holding,Switzerland,2013,3,62,
Frank,Keuper,Swiss Life Holding,Switzerland,2013,3,62,
Norbert,Steiner,Talanx AG,Germany,2013,3,62,
Naifeng,Wu,"Tasly Pharmaceutical Group Co., Ltd.",China,2012,3,62,Yes
Dinesh Kumar,Mehrotra,Tata Steel Ltd.,India,2012,3,62,
Nancy,Killefer,The Advisory Board Company,US,2013,3,62,Yes
Glyn A.,Barker,The Berkeley Group Holdings plc,UK,2012,3,62,
Robert A.,Rucker,"Tile Shop Holdings, Inc.",US,2012,3,62,
William E.,Watts,"Tile Shop Holdings, Inc.",US,2012,3,62,
Mary,Reilly,Travelzoo Inc.,US,2013,3,62,Yes
Thomas,Snead,Tredegar Corporation,US,2013,3,62,
Michael,Golden,"Trex Company, Inc.",US,2013,3,62,
David ,Chafey ,Triple-S Management Corporation,US,2013,3,62,
Nicholas,Thomlinson,U and I Group plc,UK,2012,3,62,
Barbara,Kux,Umicore,Belgium,2013,3,62,Yes
Lorenzo,Cottignoli,UnipolSai Assicurazioni SpA,Italy,2013,3,62,
John-Paul,Besong,"United Fire Group, Inc.",US,2013,3,62,
Jean-Jacques,Bienaime,"Vital Therapies, Inc.",US,2013,3,62,
Linda R.,Gooden,"WGL Holdings, Inc.",US,2013,3,62,Yes
Kenneth,Stickland,Whitecap Resources Inc.,Canada,2013,3,62,
