Company,Country,Board size,Average age,Average tenure,# Over life expectancy,# Women,Market cap ($m)
"Orchid Island Capital, Inc.",US,6,55.2,3,0,1,226.98
Addus HomeCare Corporation,US,6,55.7,6.5,0,0,227.59
"Synutra International, Inc.",US,5,51.4,7,0,1,228.46
Blue Bird Corporation,US,8,58.5,1.3,0,0,229.06
"Zogenix, Inc.",US,8,58.8,6,0,1,229.14
"West Marine, Inc.",US,8,59.9,11,0,3,229.16
Trican Well Service Ltd.,Canada,9,61.6,12.1,0,0,229.46
Aralez Pharmaceuticals Inc.,US,5,62,10.4,0,0,229.62
Era Group Inc.,US,7,60.9,2,0,2,229.67
Bellatrix Exploration Ltd.,Canada,10,66.8,9.2,1,0,230.36
Great Ajax Corp.,US,7,52.4,0.7,0,0,230.39
"Aratana Therapeutics, Inc.",US,10,57.3,2.3,0,3,230.46
"National Bankshares, Inc.",US,9,66,12.1,0,1,230.52
Ames National Corporation,US,10,61.9,7.9,0,2,230.63
Dialight plc,UK,7,55.9,1,0,1,230.77
"The Container Store Group, Inc.",US,11,54.7,9.6,0,3,230.82
GAME Digital plc,UK,7,52.9,1.9,0,1,230.98
"Avid Technology, Inc.",US,8,55.6,8.3,0,4,231.49
Swift Energy Company,US,8,63.5,11,0,1,231.5
Civeo Corporation,US,7,61,2.1,0,1,231.52
"Dimension Therapeutics, Inc.",US,7,51.7,1.1,0,2,231.96
"RTI Surgical, Inc.",US,13,55,3.1,0,1,232.43
Severfield plc,UK,9,57.6,2.8,0,0,233.62
Town Centre Securities plc,UK,8,55.1,8.4,0,0,233.7
"Real Industry, Inc.",US,7,60.1,2.9,0,0,234.18
Sierra Bancorp,US,7,72.4,12.9,2,1,234.36
"Ruby Tuesday, Inc.",US,8,60.8,5.9,0,0,234.74
"PTC Therapeutics, Inc.",US,9,56.8,7.4,0,0,235.06
"ChemoCentryx, Inc.",US,6,61,9,0,0,235.63
Heska Corporation,US,6,57.8,4.8,0,3,235.68
Brightcove Inc.,US,8,52.9,7,0,1,235.93
Tidewater Inc.,US,11,64.5,7.5,0,1,236.28
Trifast plc,UK,8,57.8,9.1,0,1,236.53
"Kratos Defense & Security Solutions, Inc.",US,8,59.4,12.1,0,2,236.89
STAAR Surgical Company,US,7,64,3.3,0,1,237.1
"Fox Chase Bancorp, Inc.",US,7,62.7,7.4,0,0,237.39
"Destination XL Group, Inc.",US,10,66.8,9.9,0,1,237.44
"Citi Trends, Inc.",US,6,56.7,8.5,0,0,237.44
Anglo-Eastern Plantations plc,UK,4,60,7.8,0,1,238.09
"CSS Industries, Inc.",US,5,62.4,7.2,0,1,238.2
"Pacific Ethanol, Inc.",US,7,67.4,9.1,0,0,238.47
Titan Machinery Inc.,US,7,61.6,10,0,1,239.41
"Ignyta, Inc.",US,5,55.8,1.6,0,0,239.46
"Utah Medical Products, Inc.",US,5,69,17.8,0,1,240.15
"Isramco, Inc.",US,6,48.5,7.8,0,0,240.27
BBX Capital Corporation,US,7,68.4,14.7,1,0,240.34
Trevi Finanziaria Industriale SpA,Italy,11,58.5,17.5,0,4,240.9
UK Mail Group plc,UK,7,54.4,11.6,0,1,241.04
"Hovnanian Enterprises, Inc.",US,7,65.4,17.9,0,0,241.28
Fred Olsen Energy Asa,Norway,4,61.8,11.5,0,2,241.76
"Beazer Homes USA, Inc.",US,8,65.1,12.3,1,2,241.86
BAUER AG,Germany,12,59.5,6.7,0,1,242.3
Games Workshop Group plc,UK,6,55,10.8,0,2,242.51
Neff Corporation,US,6,56.2,1.8,0,0,243.22
"RadNet, Inc.",US,7,69.4,14.4,0,0,243.44
BankFinancial Corporation,US,7,57.4,15,0,1,244.46
"Monster Worldwide, Inc.",US,7,59.3,6.9,0,1,244.57
"Bluerock Residential Growth REIT, Inc.",US,5,53.8,6.2,0,0,245.79
"Everyday Health, Inc.",US,8,53.1,8.8,0,3,245.95
Citizens & Northern Corporation,US,12,62.3,13.5,0,3,246.02
Geospace Technologies Corporation,US,9,66.4,10.8,0,1,246.04
Oil-Dri Corporation of America,US,8,68.4,25.9,2,0,246.11
"The Bancorp, Inc.",US,9,57.8,10.9,0,1,246.26
FBD Holdings plc,Ireland,6,60.2,7.2,0,1,246.4
Acal plc,UK,5,55.6,5.2,0,1,246.47
"Vital Therapies, Inc.",US,10,60.9,5.8,0,1,246.52
"Malibu Boats, Inc.",US,9,55.1,1.4,0,0,246.57
"Conn's, Inc.",US,8,52.9,4.6,0,1,248.04
"eHealth, Inc.",US,7,56.7,8.9,0,1,248.18
"Alico, Inc.",US,7,50.1,3,0,0,248.44
"Genesis Healthcare, Inc.",US,11,58.6,1,0,0,248.76
"Miller Industries, Inc.",US,5,58,14.8,0,0,248.92
Acacia Research Corporation,US,6,62.8,12.8,0,0,248.96
"Enova International, Inc.",US,9,52.4,2.1,0,1,249.02
"Sorrento Therapeutics, Inc.",US,6,57,2.7,0,0,249.33
"Enterprise Bancorp, Inc.",US,18,64.4,12.7,1,4,249.4
"Clearfield, Inc.",US,5,59.8,8.2,0,1,249.61
Trecora Resources,US,7,65.9,5.1,0,1,249.92
Territorial Bancorp Inc.,US,6,72.8,19.5,1,0,250.36
Infotel,France,4,45,20.5,0,2,250.52
Contango Oil & Gas Company,US,6,62,5.5,0,0,251.09
Servelec Group plc,UK,5,56.6,7.6,0,0,251.66
Wajax Corporation,Canada,10,62,9.9,0,1,251.96
Ausy,France,8,55.3,10.3,0,2,252.47
"First Connecticut Bancorp, Inc.",US,8,59.4,7.9,0,1,253.77
"Carbonite, Inc.",US,8,57.6,5.4,0,0,255.45
"BioTime, Inc.",US,10,58,5.2,0,2,255.45
"Agilysys, Inc.",US,7,58.4,4.7,0,0,255.58
Gem Diamonds Ltd,UK,7,57.4,7,0,0,255.88
"Saga Communications, Inc.",US,6,71.8,11.7,0,0,256.06
"Capital City Bank Group, Inc.",US,10,64.3,17.2,0,1,256.43
CNB Financial Corporation,US,14,56.1,11.8,0,1,257.22
"Sigma Designs, Inc.",US,5,53.2,7.8,0,0,258.25
AirBoss of America Corp.,Canada,6,68,18.2,0,1,258.26
Vince Holding Corp.,US,8,52.3,1.9,0,1,258.55
Solium Capital Inc.,Canada,8,55.3,7.5,0,2,258.99
Sword Group SE,Luxembourg,6,52.7,9.5,0,0,259.93
Johnson Outdoors Inc.,US,8,62.4,13.5,0,2,260.15
"Safeguard Scientifics, Inc.",US,7,59.1,7.9,0,2,260.18
Charles Taylor plc,UK,8,57.5,6.4,0,1,260.36
CPI Card Group Inc.,US,7,58.1,6.2,0,1,261.22
"Lionbridge Technologies, Inc.",US,9,62,11.6,0,0,261.31
Cargojet Inc.,Canada,5,62,8.2,0,0,261.35
"TechTarget, Inc.",US,6,63,9,0,0,263.2
National Commerce Corporation,US,13,59.3,4.8,0,1,263.25
Lumos Networks Corp.,US,9,53.3,2.6,0,0,263.8
Seche Environnement,France,8,49.9,9,0,2,264.06
"NanoString Technologies, Inc.",US,6,55.7,5,0,0,264.56
Panhandle Oil and Gas Inc.,US,7,63.3,12.3,0,1,264.65
Karoon Gas Australia Ltd.,Australia,8,66.3,5.8,0,0,264.87
Noodles & Company,US,8,52.5,4.4,0,1,265.1
Paladin Energy Ltd.,Australia,5,61,8,0,0,265.49
Consolidated-Tomoka Land Co.,US,7,65.6,6.1,0,0,266.45
Limoneira Company,US,9,66.3,15.6,0,0,266.69
"Organovo Holdings, Inc.",US,6,55,2.3,0,1,267.01
NVE Corporation,US,5,60.8,8.6,0,1,267.23
"Barrett Business Services, Inc.",US,6,63.8,12.5,0,0,267.28
"Concert Pharmaceuticals, Inc.",US,8,61,6.3,1,0,268.6
GESCO AG,Germany,3,,1,0,1,269.01
"NV5 Global, Inc.",US,7,66.6,2.7,0,0,269.58
"LeMaitre Vascular, Inc.",US,7,60.9,12.7,1,1,269.62
Digimarc Corporation,US,5,65.2,6.6,0,0,269.87
"SUPERIOR UNIFORM GROUP, INC.",US,6,64.2,19.3,1,1,269.9
Ferrexpo plc,UK,10,62.6,5.6,0,1,269.99
LSI Industries Inc.,US,7,68,13.6,1,0,270.11
Peoples Financial Services Corp.,US,14,65.9,6.6,0,1,270.49
Manz AG,Germany,3,,4.5,0,0,271.04
Heritage Oaks Bancorp,US,11,62.6,9.5,0,2,273.22
Hooker Furniture Corporation,US,7,64.6,14.6,0,1,273.54
Jaiprakash Associates Ltd.,India,17,62.8,6.8,7,1,275.44
Pioneer Energy Services Corp.,US,5,63.2,13.4,0,0,275.56
"pdvWireless, Inc.",US,7,65.7,8.4,1,0,275.58
"Vectrus, Inc.",US,9,63,2,0,1,275.68
"Northern Oil and Gas, Inc.",US,6,54.7,7.7,0,1,275.9
Ultra Petroleum Corp.,US,5,65,12.4,0,0,276.1
Artesian Resources Corporation,US,5,63.8,21.4,0,2,276.28
"Daktronics, Inc.",US,8,65.9,11.8,0,1,276.62
Hingham Institution for Savings,US,16,57.8,15.6,0,3,276.81
BioSpecifics Technologies Corp.,US,8,68,10.6,1,2,277.13
"Reis, Inc.",US,5,58.2,18.6,0,0,277.25
"Advaxis, Inc.",US,9,58,6.7,0,0,277.86
Atlantic Power Corporation,US,8,58.8,5.6,0,2,278.35
"Care.com, Inc.",US,7,51.9,4.3,0,2,278.5
Applied Genetic Technologies Corporation,US,8,57.1,5.9,0,2,279.05
"MobileIron, Inc.",US,7,53.7,5.9,0,0,279.12
CECO Environmental Corp.,US,9,53,6.4,0,1,279.23
"Heritage-Crystal Clean, Inc.",US,7,64.7,10.6,0,0,279.85
McKay Securities plc,UK,8,57.3,7.5,0,0,280.04
Rait Financial Trust,US,9,58.6,7.7,0,1,280.21
"Olympic Steel, Inc.",US,8,61.5,13,0,0,281.33
United Community Financial Corp.,US,9,58.6,5.4,0,1,281.37
Great Lakes Dredge & Dock Corporation,US,6,61,6.5,0,0,281.45
"Immunomedics, Inc.",US,6,63.8,13.7,0,2,281.57
"Clayton Williams Energy, Inc.",US,7,66.7,11.9,2,0,282.09
American Hotel Income Properties REIT LP,Canada,8,61.5,2.5,0,2,282.22
"Celadon Group, Inc.",US,5,62.4,13.8,0,1,282.48
Gulf Marine Services plc,UK,7,59.4,2,0,0,283.51
Daily Journal Corporation,US,5,76.4,24.4,2,0,284.49
BlackPearl Resources Inc.,Canada,5,62.4,8.2,0,0,284.82
Le Belier,France,7,59.1,9.6,0,2,284.84
Digi International Inc.,US,6,56,5,0,0,285.11
Speedy Hire plc,UK,5,60.6,2.6,0,0,286.73
Energy Assets Group plc,UK,7,51.6,3.3,0,0,286.91
Morguard North American Residential Real Estate Investment Trust,Canada,7,61.3,4,0,0,287.77
"UMH Properties, Inc.",US,10,61.9,15.4,2,1,287.82
Regulus Therapeutics Inc.,US,7,63,3.6,0,0,288.18
"AV Homes, Inc.",US,10,52.9,5.8,0,0,288.31
"Roadrunner Transportation Systems, Inc.",US,10,58.8,5.5,0,1,288.54
Fluidigm Corporation,US,6,64,9.2,1,0,288.97
"Jones Energy, Inc.",US,7,56,5.1,0,0,289.15
"American Software, Inc.",US,6,65.8,18.8,1,0,289.64
Ten Network Holdings Ltd.,Australia,8,58.7,7.3,0,2,290.4
Comtech Telecommunications Corp.,US,6,75.3,19,1,0,291.08
VirnetX Holding Corporation,US,5,56.2,7,0,0,291.68
Low & Bonar plc,UK,7,59.4,5.7,0,1,292.14
"Alliance Fiber Optic Products, Inc.",US,5,63.8,15.8,1,0,292.52
REGENXBIO Inc.,US,7,57,3,0,1,293.41
"Paratek Pharmaceuticals, Inc.",US,6,53,1.2,0,0,293.42
"Reading International, Inc.",US,9,60.9,7,0,3,293.64
Glu Mobile Inc.,US,8,50.5,6,0,1,293.73
Independence Holding Company,US,7,67.6,18.1,0,0,294
Federated National Holding Company,US,5,57,10.6,0,1,294.37
"Bazaarvoice, Inc.",US,6,51.7,1.8,0,2,294.63
"Elizabeth Arden, Inc.",US,7,56,9.9,0,1,294.7
"Weyco Group, Inc.",US,7,63.9,29.1,2,1,294.73
"Natural Grocers by Vitamin Cottage, Inc.",US,7,58.6,11.9,0,2,295.47
"Triumph Bancorp, Inc.",US,11,55.2,4.6,0,1,295.58
Denison Mines Corp.,Canada,7,62,12.1,0,1,295.6
YRC Worldwide Inc.,US,10,63.1,4.3,0,1,295.98
GMP Capital Inc.,Canada,10,63.7,7.4,0,1,296.13
Calfrac Well Services Ltd.,Canada,7,62.1,9.6,0,0,297.57
Suffolk Bancorp,US,9,60.2,11.2,0,0,297.84
"Blue Nile, Inc.",US,8,56.1,6,0,2,297.89
Tuesday Morning Corporation,US,7,57.6,1.9,0,1,297.94
Newlink Genetics Corporation,US,8,54.6,8.5,0,1,298.71
"Vitae Pharmaceuticals, Inc.",US,8,58.6,7.1,0,1,299.66
Boston Pizza Royalties Income Fund,Canada,3,75,7,0,0,300.26
Karyopharm Therapeutics Inc.,US,8,56.4,2.6,0,1,300.63
CARBO Ceramics Inc.,US,8,68.1,12.4,1,0,300.8
"Ardelyx, Inc.",US,6,52.7,3.3,0,1,300.94
Landec Corporation,US,9,64,8.6,1,3,301.05
Sandvine Corporation,Canada,7,54.7,6.1,0,1,301.09
"Natural Gas Services Group, Inc.",US,5,65,9.8,1,0,301.15
Parker Drilling Company,US,9,62.1,11.1,0,0,301.28
"Hampton Roads Bankshares, Inc.",US,11,61.2,6,0,0,301.54
Carpetright plc,UK,6,58.5,3.3,0,1,301.59
"EXCO Resources, Inc.",US,7,62.6,6.9,0,0,302.43
"Allegiance Bancshares, Inc.",US,15,64.6,6.1,0,0,303.32
Sears Canada Inc.,Canada,7,49,3.4,0,2,303.6
"Jive Software, Inc.",US,8,57,2.9,0,3,304.85
"Casella Waste Systems, Inc.",US,11,61.1,9,0,1,305.12
"SurModics, Inc.",US,6,60.5,6,0,1,305.46
People's Utah Bancorp,US,12,67.3,11.7,1,1,305.92
Primero Mining Corp.,Canada,9,61.4,5.7,0,0,306.33
Arlington Asset Investment Corp.,US,8,61.5,9.5,0,0,306.51
PPC Ltd,South Africa,12,54.8,2.8,2,4,306.55
OMNOVA Solutions Inc.,US,11,64.7,8.6,0,1,307.07
"Tangoe, Inc.",US,9,60.7,8.8,0,0,307.95
Peapack-Gladstone Financial Corporation,US,11,62.5,12.2,0,2,308.05
Horizon Bancorp,US,11,62.5,13,0,1,308.11
"Boingo Wireless, Inc.",US,6,57.7,4,0,0,308.68
"Axcelis Technologies, Inc.",US,9,63.7,6.2,0,2,309.47
Alpha and Omega Semiconductor Limited,US,6,65.7,5.2,0,0,309.56
"Bassett Furniture Industries, Incorporated",US,10,66.3,14.8,2,1,309.57
Bank of Marin Bancorp,US,10,65.6,12,0,2,310.23
Continental Gold Inc.,Canada,7,51.8,3.1,0,1,310.65
"FRP Holdings, Inc.",US,6,65.7,16.8,0,0,310.91
"West Bancorporation, Inc.",US,13,60.1,9,0,3,311.04
Central European Media Enterprises Ltd.,US,10,57.9,6.2,0,2,311.11
IDT Corporation,US,5,58.8,9.6,0,0,311.35
TT electronics plc,UK,6,54.8,4,0,0,311.46
"Aerohive Networks, Inc.",US,8,55.4,6,0,0,311.54
"Freshpet, Inc.",US,10,54.9,4.1,0,0,311.57
Columbus McKinnon Corporation,US,9,61.8,9.2,0,1,311.74
"GAIN Capital Holdings, Inc.",US,6,52.5,7,0,0,312.02
"HCI Group, Inc.",US,9,59.9,7.6,0,0,312.12
"KMG Chemicals, Inc.",US,8,63.5,8.8,0,1,312.17
"Flexsteel Industries, Inc.",US,8,62,9.6,0,3,312.28
"Perry Ellis International, Inc.",US,7,59.1,12.4,0,2,312.43
"CorEnergy Infrastructure Trust, Inc.",US,6,63,6.3,0,1,312.8
Independent Bank Corporation,US,9,60,10.1,0,1,313.41
"Southwest Bancorp, Inc.",US,12,61,9.3,0,2,314.53
ELECTRO RENT CORPORATION,US,6,67.8,19.5,0,2,315.02
Punch Taverns plc,UK,6,55.8,4.2,0,0,315.18
Schaltbau Holding AG,Germany,6,65.3,8.5,0,1,315.27
La Jolla Pharmaceutical Company,US,5,53,1.8,0,1,315.79
AWE Limited,Australia,6,59.2,5,0,1,316.04
"Vivint Solar, Inc.",US,8,49.9,2.4,0,0,316.18
Liquefied Natural Gas Ltd.,Australia,5,58,6.2,0,1,317.19
Plug Power Inc.,US,9,57.8,9.4,0,1,317.27
"ConforMIS, Inc.",US,7,56.3,6.4,0,0,318.87
"Green Bancorp, Inc.",US,9,52.6,6.4,0,1,319.61
"Progenics Pharmaceuticals, Inc.",US,7,58.9,6.9,0,2,319.65
Pacific Continental Corporation,US,11,63.1,8.7,0,2,320.24
"Cytokinetics, Incorporated",US,7,66.4,5.9,0,1,320.93
Tesco Corporation,US,8,62.5,8.4,0,1,321.13
Hogg Robinson Group plc,UK,6,60.3,7.5,0,1,321.13
CommunityOne Bancorp,US,8,57.1,4,0,0,321.15
Akastor ASA,Norway,8,49.8,3.6,0,4,323.32
"United States Lime & Minerals, Inc.",US,5,70,19,2,0,323.72
"Cohu, Inc.",US,7,60.3,6.7,0,0,324.12
"Calix, Inc.",US,9,61,7.3,0,0,324.45
Systemax Inc.,US,7,59.1,17,0,1,325.26
"Preferred Apartment Communities, Inc.",US,9,64.4,4.7,0,0,325.73
Dundee Corporation,Canada,11,65.3,11.1,1,1,325.97
"LSB Industries, Inc.",US,11,59.9,8.5,1,1,326.96
Potbelly Corporation,US,8,56.5,3.8,0,3,327.33
Brammer plc,UK,6,57.8,6.3,0,1,327.39
"Hornbeck Offshore Services, Inc.",US,9,62.1,10.9,0,1,328.22
PARK ELECTROCHEMICAL CORP.,US,5,68.2,11.8,0,1,330.03
"KIMBALL ELECTRONICS, INC.",US,7,57.7,1,0,2,330.23
"Stein Mart, Inc.",US,9,71.1,16.4,1,2,330.59
Austal Ltd.,Australia,5,54,7.8,0,0,330.97
The Vitec Group plc,UK,7,56.1,3.7,0,2,331.03
Handy & Harman Ltd.,US,7,56.3,8.7,0,0,331.37
Maisons France Confort,France,8,61.5,15.4,1,3,331.81
"NMI Holdings, Inc.",US,7,59,4,0,0,332.03
"Franklin Financial Network, Inc.",US,8,59.9,5.5,0,2,332.18
Marine Products Corporation,US,8,79,13.5,3,1,332.68
Mersen SA,France,12,56.6,6.3,0,4,334.37
"Cascade Microtech, Inc.",US,7,59.3,10.4,0,0,335.1
"Bellicum Pharmaceuticals, Inc.",US,6,52.3,5.2,0,0,335.42
First NBC Bank Holding Company,US,12,62.8,6.8,1,0,335.79
"Teligent, Inc.",US,7,60.1,3.9,0,1,335.87
"Vocera Communications, Inc.",US,9,57.4,6.2,0,1,336.05
"MidWest One Financial Group, Inc.",US,12,63.3,6.9,0,2,336.43
Wi-LAN Inc.,Canada,8,64.5,7,0,1,336.89
Lavendon Group plc,UK,6,60.3,7.3,0,0,337.93
"Heidrick & Struggles International, Inc.",US,11,62,6.2,0,3,338
"Dynex Capital, Inc.",US,7,59.4,7.6,0,1,338.29
"Sportsman's Warehouse Holdings, Inc.",US,6,60.8,3.7,0,0,339.18
"RetailMeNot, Inc.",US,9,50.3,4.8,0,1,341.12
Xcerra Corporation,US,6,63.7,15,0,0,341.49
Orchids Paper Products Company,US,7,59.7,7.3,0,1,342.4
"Adamas Pharmaceuticals, Inc.",US,7,59.4,7.6,0,1,343.23
Seneca Foods Corporation,US,9,63.6,19.4,1,2,343.27
Mandalay Resources Corporation,Canada,5,59,5,0,0,343.73
"HomeTrust Bancshares, Inc.",US,10,66.1,8.9,0,1,344.18
"Iconix Brand Group, Inc.",US,6,59.2,10,0,1,344.91
Total Energy Services Inc.,Canada,6,59.8,13.5,0,0,345.04
"ServiceSource International, Inc.",US,8,55.5,6.5,0,0,345.77
Ares Commercial Real Estate Corporation,US,7,58,2.6,0,1,346.58
Clean Energy Fuels Corp.,US,9,68.9,10,1,0,346.76
World Acceptance Corporation,US,7,57.3,15.6,0,1,347.07
IXYS Corporation,US,8,63.6,12.3,1,0,347.41
Natural Health Trends Corp.,US,5,62.2,5.4,0,0,347.43
Agenus Inc.,US,7,57,9.3,1,1,347.53
Guaranty Bancorp,US,9,66.6,8.3,0,1,347.55
Cover-More Group Ltd,Australia,7,54.3,3.1,0,2,347.87
Mothercare plc,UK,9,54.6,2.8,0,3,347.98
U and I Group plc,UK,8,57.6,6.5,0,1,347.99
"Trevena, Inc.",US,8,54.9,3.5,0,4,348
"Bear State Financial, Inc.",US,11,51.8,4.4,0,0,348.56
"On Deck Capital, Inc.",US,7,58.4,4.3,1,1,348.64
"Versartis, Inc.",US,7,54.3,3.4,0,0,349.03
Apigee Corporation,US,7,58.7,7,0,0,349.18
"Cowen Group, Inc.",US,8,65.1,4.6,0,1,349.42
"Blucora, Inc.",US,9,52.1,5,0,2,349.5
Park-Ohio Holdings Corp.,US,9,65.8,13.4,0,1,349.6
Meyer Burger Technology AG,Switzerland,7,57.3,6.7,0,1,349.95
"Fogo De Chao, Inc.",US,7,50.3,3.1,0,0,350.59
QAD Inc.,US,6,59.8,17.5,0,1,351.13
Heritage Commerce Corp,US,11,66.1,8.5,0,2,351.95
"Arrowhead Pharmaceuticals, Inc.",US,5,60,7.6,0,0,351.97
Robert Walters plc,UK,7,56.9,10.9,0,1,352.83
Altius Minerals Corp.,Canada,7,56.7,9.7,0,2,352.9
Straight Path Communications Inc.,US,4,59.3,3,0,0,353.14
ChannelAdvisor Corporation,US,9,52.4,7.4,0,1,353.31
Jacquet Metal Service,France,9,60,3.8,1,2,353.72
Hyundai Merchant Marine Co.,South Korea,7,58.3,4.9,0,0,353.99
"Culp, Inc.",US,5,67.2,22.2,0,0,354.04
Wincanton plc,UK,7,54.9,2.6,0,0,354.39
"Imprivata, Inc.",US,8,62.3,8.8,0,1,354.59
"Ring Energy, Inc.",US,6,66.7,2.3,1,0,354.87
DIRTT Environmental Solutions Ltd.,Canada,9,57.2,5.9,0,3,355
"Green Brick Partners, Inc.",US,7,54.7,4.1,0,2,355.21
Raven Russia Ltd,UK,8,54.6,7.8,0,0,355.27
NeoPhotonics Corporation,US,7,55.3,7.1,0,0,355.44
Imperial Metals Corporation,Canada,6,64,10.7,0,0,355.66
Clifton Bancorp Inc.,US,7,62.9,12.3,0,1,355.93
First Defiance Financial Corp.,US,10,59,10.3,0,2,356.54
Bank Mutual Corporation,US,10,66.1,10.3,0,1,356.67
"OncoMed Pharmaceuticals, Inc.",US,8,57.3,8.3,0,2,356.91
"Lion Biotechnologies, Inc.",US,5,57.8,1.8,0,1,358.68
Surteco SE,Germany,9,60,,0,0,359.66
"Bridgepoint Education, Inc.",US,7,55.7,9.3,0,0,359.68
"Exactech, Inc.",US,7,62.9,10.6,0,1,359.88
"DHI Group, Inc.",US,9,57.7,5.3,0,2,360.37
Silvercorp Metals Inc.,Canada,5,63,7.8,0,0,360.39
"INDEPENDENCE REALTY TRUST, INC.",US,7,60.3,3.4,0,1,360.68
"Lumber Liquidators Holdings, Inc.",US,8,58.9,8.1,0,1,361.8
McBride plc,UK,6,58.7,2.8,0,1,362.6
Cape plc,UK,7,56.1,2.9,0,1,362.62
Soitec,France,13,54.1,2.8,0,0,363.02
"Trupanion, Inc.",US,9,55.4,5.8,0,1,363.06
"QCR Holdings, Inc.",US,14,59.6,9.4,0,4,363.25
Invacare Corporation,US,9,58.6,7.3,0,0,363.84
"Titan International, Inc.",US,7,67.6,14.3,0,0,363.85
"Esperion Therapeutics, Inc.",US,9,59.9,3.3,1,1,364.49
Dundee Precious Metals Inc.,Canada,10,65.1,10.7,1,1,365.33
Chemring Group plc,UK,7,55.1,3.1,0,1,365.36
Libbey Inc.,US,8,63.4,9.9,0,4,365.58
"Del Frisco's Restaurant Group, Inc.",US,6,57.2,3.3,0,0,367.14
Canyon Services Group Inc.,Canada,7,56.7,5.3,0,0,367.49
"SunCoke Energy, Inc.",US,8,65.1,3.6,0,0,368.28
Western Areas Ltd,Australia,7,55.8,5.7,0,0,368.46
Canaccord Genuity Group Inc.,Canada,9,61.1,6.3,0,1,368.56
"Extreme Networks, Inc.",US,7,61.1,6.3,0,1,368.91
"Haynes International, Inc.",US,7,60.9,10,0,0,369.5
The KEYW Holding Corporation,US,9,63,4.8,0,2,369.7
"Heritage Insurance Holdings, Inc.",US,9,50,1.9,0,1,370.48
"Omega Flex, Inc.",US,7,63.3,14.1,0,0,370.87
OFG Bancorp,US,8,60.5,6,0,0,371.07
"Baldwin & Lyons, Inc.",US,15,67.1,19.4,3,0,371.18
Ithaca Energy Inc.,Canada,7,61,6,0,0,371.23
Mechel OAO,Russia,13,60.4,4.9,2,0,371.61
"TriState Capital Holdings, Inc.",US,12,68,7.9,0,1,371.93
Zumiez Inc.,US,9,55.1,9.5,0,2,372.04
Dream Industrial Real Estate Investment Trust,Canada,7,50,3.4,0,1,372.24
United Insurance Holdings Corp.,US,7,63.7,5.6,0,0,372.3
Petropavlovsk plc,UK,5,59,11,0,0,372.44
"GenMark Diagnostics, Inc.",US,6,58.2,4.2,0,1,373.97
"C1 Financial, Inc.",US,11,59.2,1.9,0,2,374.35
"Model N, Inc.",US,6,60,6.5,0,0,375.89
"FLEXION THERAPEUTICS, INC.",US,8,57.1,3.8,0,1,376.01
"FairPoint Communications, Inc.",US,9,60.8,4.7,0,0,376.49
"Carriage Services, Inc.",US,6,65.3,7.8,0,0,377.18
Select Harvests Ltd.,Australia,6,61,5.2,0,0,377.35
Federal Agricultural Mortgage Corporation,US,15,62.9,7.9,0,1,377.38
Hellenic Exchanges - Athens Stock Exchange SA,Greece,13,52,12,0,2,377.83
VSE Corporation,US,9,68.8,11.1,1,1,377.95
Actua Corporation,US,9,60.7,11.3,0,0,378.02
"PetMed Express, Inc.",US,5,67.2,12.8,0,0,378.47
"Spok Holdings, Inc.",US,8,61.4,8.5,1,1,378.92
"OraSure Technologies, Inc.",US,9,62.1,10,0,0,378.95
Ozforex Group Ltd,Australia,5,56.3,1.2,0,1,379.86
Terna Energy SA,Greece,9,,8.2,0,0,380.41
"Century Communities, Inc.",US,5,63.2,2.8,0,0,380.66
Gladstone Commercial Corporation,US,8,68.6,10.3,0,2,380.81
"TG Therapeutics, Inc.",US,7,54,2.4,0,0,381.46
Gluskin Sheff + Associates Inc.,Canada,9,65.9,5.9,1,2,381.58
"Landauer, Inc.",US,8,61.6,8.5,0,0,381.74
"NACCO Industries, Inc.",US,9,67.9,17,1,0,382.35
AEP Industries Inc.,US,8,68.3,16.9,0,0,382.51
Arrow Financial Corporation,US,12,63.5,13,0,1,382.58
Cairo Communication S.p.A.,Italy,10,60.1,12.3,0,2,383.84
British Polythene Industries plc,UK,7,60.3,12.9,0,0,384.23
The York Water Company,US,8,61.1,11.5,0,1,384.68
First Bancorp,US,9,59.4,10,0,2,385.09
"First Community Bancshares, Inc.",US,8,65.9,11.5,2,0,385.31
"Medifast, Inc.",US,9,57.6,3.3,0,2,385.32
"Galena Biopharma, Inc.",US,8,66.8,5.1,1,0,385.49
"MoneyGram International, Inc.",US,10,56.5,4.8,0,2,385.54
Bill Barrett Corporation,US,6,62.5,8,0,0,385.92
"Monarch Casino & Resort, Inc.",US,5,61.4,13.4,0,1,386.03
REX American Resources Corporation,US,8,66,16.9,1,0,386.87
Park Sterling Corporation,US,12,64.8,5.2,0,2,387.49
A & J Mucklow Group plc,UK,6,55.5,9.8,0,0,387.87
"Renewable Energy Group, Inc.",US,9,61.2,6.6,0,0,388.2
Exar Corporation,US,7,60.1,6.4,0,0,388.48
DEA Capital SPA,Italy,10,63.2,6.8,0,2,388.56
"Financial Institutions, Inc.",US,13,62.3,8.8,0,2,389.85
"LivePerson, Inc.",US,5,61.6,12,0,0,389.95
Career Education Corporation,US,7,59.9,9.1,0,1,390.95
"Cryolife, Inc.",US,8,65.6,13.1,0,0,391.04
Peoples Bancorp Inc.,US,13,58.3,7.8,0,4,391.49
